project_id,target_locale,translator_id,role
1238,es-ES,161,Reviewer
1239,pt-BR,404,Translator
1239,de-DE,115,Translator
1239,fr-FR,459,Translator
1239,it-IT,456,Translator
1239,es-ES,231,Translator
1240,de-DE,301,Translator
1240,de-DE,339,Reviewer
1240,zh-CN,308,Translator
1240,zh-CN,99,Reviewer
1240,fr-FR,441,Translator
1240,fr-FR,171,Reviewer
1241,es-ES,141,Translator
1241,es-ES,29,Reviewer
1242,ja-JP,255,Translator
1242,ja-JP,74,Reviewer
1242,fr-FR,236,Translator
1242,fr-FR,244,Reviewer
1242,de-DE,97,Translator
1242,de-DE,177,Reviewer
1242,ko-KR,267,Translator
1242,ko-KR,432,Reviewer
1242,es-ES,390,Translator
1242,es-ES,168,Reviewer
1243,fr-FR,244,Translator
1243,fr-FR,423,Reviewer
1244,ko-KR,297,Translator
1244,ko-KR,321,Reviewer
1244,de-DE,97,Translator
1244,de-DE,486,Reviewer
1244,fr-FR,302,Translator
1244,fr-FR,5,Reviewer
1244,ja-JP,494,Translator
1244,ja-JP,421,Reviewer
1244,es-ES,168,Translator
1244,es-ES,426,Reviewer
1245,fr-FR,169,Translator
1245,fr-FR,369,Reviewer
1245,de-DE,56,Translator
1245,de-DE,97,Reviewer
1245,en-US,318,Translator
1245,en-US,11,Reviewer
1245,es-ES,475,Translator
1245,es-ES,200,Reviewer
1246,it-IT,467,Translator
1246,fr-FR,406,Translator
1246,ja-JP,221,Translator
1246,es-ES,223,Translator
1246,de-DE,370,Translator
1247,ja-JP,270,Translator
1247,ja-JP,73,Reviewer
1248,fr-FR,406,Translator
1248,fr-FR,82,Reviewer
1248,nl-NL,391,Translator
1248,nl-NL,454,Reviewer
1248,it-IT,492,Translator
1248,it-IT,152,Reviewer
1248,es-ES,101,Translator
1248,es-ES,390,Reviewer
1248,de-DE,78,Translator
1248,de-DE,115,Reviewer
1249,fr-FR,363,Translator
1249,fr-FR,91,Reviewer
1249,ja-JP,455,Translator
1249,ja-JP,182,Reviewer
1249,de-DE,301,Translator
1249,de-DE,61,Reviewer
1249,es-ES,90,Translator
1249,es-ES,141,Reviewer
1250,es-ES,231,Translator
1250,es-ES,226,Reviewer
1250,de-DE,115,Translator
1250,de-DE,197,Reviewer
1250,da-DK,400,Translator
1250,da-DK,409,Reviewer
1251,es-ES,294,Translator
1251,es-ES,241,Reviewer
1251,de-DE,142,Translator
1251,de-DE,348,Reviewer
1251,ja-JP,95,Translator
1251,ja-JP,366,Reviewer
1251,fr-FR,180,Translator
1251,fr-FR,236,Reviewer
1251,en-GB,341,Translator
1251,en-GB,313,Reviewer
1252,de-DE,288,Translator
1252,de-DE,224,Reviewer
1252,fr-FR,3,Translator
1252,fr-FR,322,Reviewer
1252,ja-JP,491,Translator
1252,ja-JP,364,Reviewer
1252,es-ES,241,Translator
1252,es-ES,29,Reviewer
1252,en-GB,341,Translator
1252,en-GB,440,Reviewer
1253,es-ES,66,Translator
1253,es-ES,45,Reviewer
1253,de-DE,309,Translator
1253,de-DE,424,Reviewer
1253,fr-FR,363,Translator
1253,fr-FR,326,Reviewer
1253,ko-KR,124,Translator
1253,ko-KR,445,Reviewer
1253,ja-JP,72,Translator
1253,ja-JP,455,Reviewer
1254,nl-NL,253,Translator
1255,ja-JP,193,Translator
1255,ja-JP,73,Reviewer
1255,ko-KR,284,Translator
1255,ko-KR,88,Reviewer
1255,es-ES,226,Translator
1255,es-ES,263,Reviewer
1255,fr-FR,180,Translator
1255,fr-FR,451,Reviewer
1255,de-DE,339,Translator
1255,de-DE,309,Reviewer
1256,fr-FR,260,Translator
1256,en-GB,324,Translator
1256,de-DE,288,Translator
1257,fr-FR,244,Translator
1257,fr-FR,441,Reviewer
1257,en-GB,132,Translator
1257,en-GB,30,Reviewer
1257,de-DE,110,Translator
1257,de-DE,142,Reviewer
1258,ja-JP,281,Translator
1258,ja-JP,455,Reviewer
1258,de-DE,370,Translator
1258,de-DE,177,Reviewer
1258,ko-KR,267,Translator
1258,ko-KR,179,Reviewer
1259,ja-JP,255,Translator
1259,ja-JP,494,Reviewer
1259,zh-CN,184,Translator
1259,zh-CN,489,Reviewer
1259,de-DE,142,Translator
1259,de-DE,352,Reviewer
1259,fr-FR,3,Translator
1259,fr-FR,260,Reviewer
1259,es-ES,155,Translator
1259,es-ES,390,Reviewer
1260,en-GB,121,Translator
1260,en-GB,367,Reviewer
1260,fr-FR,169,Translator
1260,fr-FR,441,Reviewer
1260,de-DE,56,Translator
1260,de-DE,309,Reviewer
1261,ja-JP,72,Translator
1261,ja-JP,187,Reviewer
1261,es-ES,76,Translator
1261,es-ES,231,Reviewer
1262,ja-JP,285,Translator
1262,ja-JP,470,Reviewer
1263,de-DE,424,Translator
1264,es-ES,241,Translator
1264,de-DE,110,Translator
1264,fr-FR,327,Translator
1265,ja-JP,421,Translator
1265,ko-KR,209,Translator
1266,fr-FR,229,Translator
1267,fr-FR,82,Translator
1267,ja-JP,255,Translator
1268,de-DE,240,Translator
1268,de-DE,370,Reviewer
1268,fr-FR,441,Translator
1268,fr-FR,277,Reviewer
1268,es-ES,475,Translator
1268,es-ES,323,Reviewer
1269,de-DE,288,Translator
1269,de-DE,434,Reviewer
1269,es-ES,155,Translator
1269,es-ES,161,Reviewer
1269,zh-CN,111,Translator
1269,zh-CN,16,Reviewer
1269,fr-FR,451,Translator
1269,fr-FR,453,Reviewer
1270,fr-FR,453,Translator
1270,de-DE,486,Translator
1271,es-ES,163,Translator
1271,es-ES,483,Reviewer
1272,de-DE,301,Translator
1272,de-DE,97,Reviewer
1272,fr-FR,5,Translator
1272,fr-FR,180,Reviewer
1272,es-ES,101,Translator
1272,es-ES,399,Reviewer
1272,ja-JP,73,Translator
1272,ja-JP,270,Reviewer
1273,it-IT,416,Translator
1273,it-IT,456,Reviewer
1273,fr-FR,3,Translator
1273,fr-FR,322,Reviewer
1273,es-ES,90,Translator
1273,es-ES,226,Reviewer
1273,de-DE,303,Translator
1273,de-DE,309,Reviewer
1274,ja-JP,397,Translator
1274,ja-JP,73,Reviewer
1274,en-US,34,Translator
1274,en-US,259,Reviewer
1274,de-DE,78,Translator
1274,de-DE,110,Reviewer
1275,de-DE,424,Translator
1275,de-DE,309,Reviewer
1276,zh-CN,16,Translator
1276,zh-CN,96,Reviewer
1276,de-DE,303,Translator
1276,de-DE,309,Reviewer
1276,fr-FR,484,Translator
1276,fr-FR,363,Reviewer
1276,ja-JP,254,Translator
1276,ja-JP,182,Reviewer
1277,fr-FR,225,Translator
1277,nl-NL,62,Translator
1277,es-ES,323,Translator
1277,pl-PL,127,Translator
1277,de-DE,110,Translator
1277,it-IT,416,Translator
1278,de-DE,434,Translator
1278,de-DE,197,Reviewer
1278,ja-JP,239,Translator
1278,ja-JP,193,Reviewer
1278,fr-FR,3,Translator
1278,fr-FR,236,Reviewer
1278,ko-KR,83,Translator
1278,ko-KR,284,Reviewer
1278,zh-CN,340,Translator
1278,zh-CN,429,Reviewer
1279,fr-FR,459,Translator
1279,fr-FR,94,Reviewer
1279,ko-KR,375,Translator
1279,ko-KR,235,Reviewer
1280,fr-FR,244,Translator
1280,fr-FR,33,Reviewer
1280,de-DE,374,Translator
1280,de-DE,78,Reviewer
1280,es-ES,399,Translator
1280,es-ES,226,Reviewer
1280,ja-JP,182,Translator
1280,ja-JP,494,Reviewer
1281,es-ES,101,Translator
1281,it-IT,18,Translator
1281,pl-PL,60,Translator
1281,de-DE,71,Translator
1282,es-ES,390,Translator
1282,es-ES,323,Reviewer
1282,de-DE,177,Translator
1282,de-DE,97,Reviewer
1282,nl-NL,87,Translator
1282,nl-NL,360,Reviewer
1282,it-IT,408,Translator
1282,it-IT,18,Reviewer
1282,fr-FR,5,Translator
1282,fr-FR,260,Reviewer
1283,zh-CN,50,Translator
1283,zh-CN,106,Reviewer
1283,fr-FR,82,Translator
1283,fr-FR,451,Reviewer
1284,nl-NL,119,Translator
1284,nl-NL,454,Reviewer
1285,de-DE,56,Translator
1285,de-DE,374,Reviewer
1286,ko-KR,344,Translator
1286,ko-KR,432,Reviewer
1286,zh-CN,228,Translator
1286,zh-CN,319,Reviewer
1287,fr-FR,158,Translator
1287,fr-FR,33,Reviewer
1287,es-ES,161,Translator
1287,es-ES,263,Reviewer
1287,de-DE,434,Translator
1287,de-DE,61,Reviewer
1287,ja-JP,421,Translator
1287,ja-JP,364,Reviewer
1288,fr-FR,24,Translator
1288,fr-FR,459,Reviewer
1288,de-DE,110,Translator
1288,de-DE,56,Reviewer
1288,es-ES,168,Translator
1288,es-ES,161,Reviewer
1289,ko-KR,297,Translator
1289,ko-KR,210,Reviewer
1290,nl-NL,439,Translator
1290,pl-PL,287,Translator
1291,fr-FR,180,Translator
1291,it-IT,467,Translator
1292,fr-FR,322,Translator
1292,fr-FR,381,Reviewer
1292,de-DE,370,Translator
1292,de-DE,434,Reviewer
1292,zh-CN,308,Translator
1292,zh-CN,376,Reviewer
1293,es-ES,226,Translator
1293,es-ES,134,Reviewer
1293,fr-FR,459,Translator
1293,fr-FR,441,Reviewer
1293,de-DE,352,Translator
1293,de-DE,71,Reviewer
1294,de-DE,115,Translator
1294,da-DK,474,Translator
1295,es-ES,163,Translator
1295,es-ES,399,Reviewer
1295,ja-JP,351,Translator
1295,ja-JP,221,Reviewer
1295,de-DE,110,Translator
1295,de-DE,300,Reviewer
1295,fr-FR,91,Translator
1295,fr-FR,327,Reviewer
1296,ja-JP,455,Translator
1296,ja-JP,74,Reviewer
1296,it-IT,492,Translator
1296,it-IT,181,Reviewer
1296,de-DE,240,Translator
1296,de-DE,71,Reviewer
1296,es-ES,399,Translator
1296,es-ES,134,Reviewer
1296,fr-FR,435,Translator
1296,fr-FR,158,Reviewer
1297,fr-FR,369,Translator
1297,fr-FR,244,Reviewer
1297,zh-CN,50,Translator
1297,zh-CN,340,Reviewer
1297,de-DE,177,Translator
1297,de-DE,486,Reviewer
1297,ko-KR,490,Translator
1297,ko-KR,124,Reviewer
1297,ja-JP,281,Translator
1297,ja-JP,221,Reviewer
1298,ko-KR,157,Translator
1298,ja-JP,455,Translator
1298,de-DE,177,Translator
1298,zh-CN,204,Translator
1298,fr-FR,381,Translator
1299,es-ES,399,Translator
1299,fr-FR,365,Translator
1299,ja-JP,397,Translator
1299,de-DE,288,Translator
1300,pt-BR,404,Translator
1300,pt-BR,41,Reviewer
1301,fr-FR,302,Translator
1301,fr-FR,322,Reviewer
1302,fr-FR,459,Translator
1302,fr-FR,24,Reviewer
1302,es-ES,141,Translator
1302,es-ES,45,Reviewer
1302,da-DK,343,Translator
1302,da-DK,120,Reviewer
1302,de-DE,301,Translator
1302,de-DE,199,Reviewer
1303,en-GB,487,Translator
1303,de-DE,352,Translator
1304,ko-KR,413,Translator
1304,ko-KR,405,Reviewer
1304,ja-JP,317,Translator
1304,ja-JP,221,Reviewer
1304,fr-FR,260,Translator
1304,fr-FR,236,Reviewer
1304,de-DE,352,Translator
1304,de-DE,288,Reviewer
1305,de-DE,224,Translator
1305,de-DE,197,Reviewer
1305,zh-CN,42,Translator
1305,zh-CN,489,Reviewer
1305,fr-FR,302,Translator
1305,fr-FR,3,Reviewer
1305,ja-JP,449,Translator
1305,ja-JP,364,Reviewer
1305,es-ES,483,Translator
1305,es-ES,161,Reviewer
1306,zh-CN,312,Translator
1306,zh-CN,335,Reviewer
1306,fr-FR,250,Translator
1306,fr-FR,464,Reviewer
1306,de-DE,352,Translator
1306,de-DE,61,Reviewer
1307,es-ES,426,Translator
1307,es-ES,163,Reviewer
1307,zh-CN,493,Translator
1307,zh-CN,2,Reviewer
1308,fr-FR,435,Translator
1308,fr-FR,459,Reviewer
1308,de-DE,71,Translator
1308,de-DE,339,Reviewer
1309,ja-JP,193,Translator
1309,ja-JP,221,Reviewer
1309,ko-KR,246,Translator
1309,ko-KR,346,Reviewer
1309,de-DE,142,Translator
1309,de-DE,56,Reviewer
1309,fr-FR,229,Translator
1309,fr-FR,322,Reviewer
1309,zh-CN,2,Translator
1309,zh-CN,308,Reviewer
1310,fr-FR,365,Translator
1310,fr-FR,484,Reviewer
1311,es-ES,168,Translator
1311,es-ES,200,Reviewer
1311,it-IT,416,Translator
1311,it-IT,201,Reviewer
1311,de-DE,177,Translator
1311,de-DE,486,Reviewer
1311,ja-JP,221,Translator
1311,ja-JP,285,Reviewer
1311,fr-FR,435,Translator
1311,fr-FR,58,Reviewer
1312,de-DE,434,Translator
1312,de-DE,56,Reviewer
1312,fr-FR,435,Translator
1312,fr-FR,158,Reviewer
1313,ja-JP,351,Translator
1313,ja-JP,98,Reviewer
1313,fr-FR,380,Translator
1313,fr-FR,381,Reviewer
1313,de-DE,370,Translator
1313,de-DE,144,Reviewer
1314,de-DE,142,Translator
1314,de-DE,240,Reviewer
1315,ko-KR,358,Translator
1315,ko-KR,413,Reviewer
1315,es-ES,226,Translator
1315,es-ES,399,Reviewer
1315,fr-FR,423,Translator
1315,fr-FR,435,Reviewer
1315,ja-JP,193,Translator
1315,ja-JP,254,Reviewer
1316,es-ES,294,Translator
1316,ja-JP,455,Translator
1316,de-DE,78,Translator
1317,es-ES,168,Translator
1317,es-ES,161,Reviewer
1317,da-DK,474,Translator
1317,da-DK,120,Reviewer
1317,de-DE,71,Translator
1317,de-DE,110,Reviewer
1317,fr-FR,435,Translator
1317,fr-FR,380,Reviewer
1318,ja-JP,98,Translator
1318,ja-JP,470,Reviewer
1319,fr-FR,250,Translator
1319,fr-FR,464,Reviewer
1319,es-ES,141,Translator
1319,es-ES,241,Reviewer
1320,ko-KR,321,Translator
1320,ko-KR,284,Reviewer
1320,fr-FR,484,Translator
1320,fr-FR,24,Reviewer
1320,es-ES,29,Translator
1320,es-ES,241,Reviewer
1321,fr-FR,33,Translator
1321,fr-FR,260,Reviewer
1321,ko-KR,413,Translator
1321,ko-KR,217,Reviewer
1321,ja-JP,470,Translator
1321,ja-JP,239,Reviewer
1321,es-ES,323,Translator
1321,es-ES,161,Reviewer
1321,de-DE,300,Translator
1321,de-DE,434,Reviewer
1322,en-GB,178,Translator
1322,en-GB,440,Reviewer
1322,de-DE,348,Translator
1322,de-DE,370,Reviewer
1322,fr-FR,365,Translator
1322,fr-FR,406,Reviewer
1323,fr-FR,236,Translator
1324,en-GB,487,Translator
1324,en-GB,68,Reviewer
1324,de-DE,199,Translator
1324,de-DE,224,Reviewer
1324,fr-FR,158,Translator
1324,fr-FR,180,Reviewer
1325,ja-JP,351,Translator
1325,de-DE,301,Translator
1325,fr-FR,302,Translator
1325,en-US,315,Translator
1326,zh-CN,429,Translator
1326,fr-FR,423,Translator
1326,de-DE,61,Translator
1327,pt-BR,105,Translator
1327,it-IT,408,Translator
1327,fr-FR,326,Translator
1328,es-ES,294,Translator
1328,es-ES,141,Reviewer
1328,it-IT,408,Translator
1328,it-IT,18,Reviewer
1329,es-ES,101,Translator
1329,es-ES,231,Reviewer
1329,ko-KR,246,Translator
1329,ko-KR,284,Reviewer
1329,de-DE,115,Translator
1329,de-DE,309,Reviewer
1329,fr-FR,5,Translator
1329,fr-FR,363,Reviewer
1329,ja-JP,211,Translator
1329,ja-JP,95,Reviewer
1330,de-DE,374,Translator
1330,de-DE,71,Reviewer
1330,fr-FR,162,Translator
1330,fr-FR,435,Reviewer
1330,en-US,93,Translator
1330,en-US,487,Reviewer
1331,de-DE,240,Translator
1331,es-ES,200,Translator
1331,fr-FR,326,Translator
1331,ja-JP,182,Translator
1332,it-IT,47,Translator
1332,it-IT,408,Reviewer
1332,nl-NL,213,Translator
1332,nl-NL,89,Reviewer
1332,de-DE,348,Translator
1332,de-DE,309,Reviewer
1332,fr-FR,171,Translator
1332,fr-FR,250,Reviewer
1332,es-ES,76,Translator
1332,es-ES,241,Reviewer
1333,de-DE,309,Translator
1333,es-ES,45,Translator
1333,ko-KR,88,Translator
1333,ja-JP,221,Translator
1333,fr-FR,250,Translator
1334,de-DE,177,Translator
1334,de-DE,144,Reviewer
1334,ko-KR,305,Translator
1334,ko-KR,207,Reviewer
1334,es-ES,161,Translator
1334,es-ES,200,Reviewer
1334,ja-JP,239,Translator
1334,ja-JP,320,Reviewer
1334,fr-FR,302,Translator
1334,fr-FR,327,Reviewer
1335,pt-BR,296,Translator
1335,fr-FR,169,Translator
1335,de-DE,61,Translator
1336,fr-FR,369,Translator
1336,fr-FR,453,Reviewer
1336,de-DE,339,Translator
1336,de-DE,97,Reviewer
1336,it-IT,201,Translator
1336,it-IT,428,Reviewer
1336,pl-PL,500,Translator
1336,pl-PL,388,Reviewer
1336,nl-NL,311,Translator
1336,nl-NL,454,Reviewer
1337,ja-JP,455,Translator
1337,ja-JP,397,Reviewer
1337,it-IT,443,Translator
1337,it-IT,456,Reviewer
1337,fr-FR,435,Translator
1337,fr-FR,33,Reviewer
1337,de-DE,300,Translator
1337,de-DE,434,Reviewer
1337,es-ES,323,Translator
1337,es-ES,168,Reviewer
1338,de-DE,370,Translator
1338,de-DE,48,Reviewer
1338,ja-JP,211,Translator
1338,ja-JP,449,Reviewer
1338,ko-KR,346,Translator
1338,ko-KR,316,Reviewer
1339,es-ES,66,Translator
1339,es-ES,29,Reviewer
1340,de-DE,288,Translator
1340,zh-CN,232,Translator
1340,fr-FR,33,Translator
1341,nl-NL,167,Translator
1342,fr-FR,171,Translator
1343,es-ES,66,Translator
1343,es-ES,241,Reviewer
1344,ja-JP,74,Translator
1344,ja-JP,254,Reviewer
1344,de-DE,144,Translator
1344,de-DE,348,Reviewer
1345,de-DE,240,Translator
1346,en-US,383,Translator
1346,en-US,233,Reviewer
1347,de-DE,370,Translator
1347,de-DE,78,Reviewer
1347,fr-FR,82,Translator
1347,fr-FR,464,Reviewer
1348,fr-FR,381,Translator
1348,fr-FR,464,Reviewer
1348,en-US,154,Translator
1348,en-US,173,Reviewer
1348,de-DE,197,Translator
1348,de-DE,301,Reviewer
1348,ja-JP,254,Translator
1348,ja-JP,491,Reviewer
1349,ja-JP,73,Translator
1349,ja-JP,421,Reviewer
1349,es-ES,323,Translator
1349,es-ES,426,Reviewer
1350,ja-JP,494,Translator
1350,ja-JP,187,Reviewer
1350,fr-FR,58,Translator
1350,fr-FR,369,Reviewer
1350,es-ES,45,Translator
1350,es-ES,263,Reviewer
1351,ko-KR,316,Translator
1351,ko-KR,445,Reviewer
1351,ja-JP,281,Translator
1351,ja-JP,285,Reviewer
1351,de-DE,300,Translator
1351,de-DE,177,Reviewer
1351,es-ES,390,Translator
1351,es-ES,426,Reviewer
1351,fr-FR,5,Translator
1351,fr-FR,91,Reviewer
1352,es-ES,45,Translator
1352,es-ES,200,Reviewer
1352,pt-BR,272,Translator
1352,pt-BR,418,Reviewer
1352,fr-FR,171,Translator
1352,fr-FR,484,Reviewer
1352,ja-JP,74,Translator
1352,ja-JP,95,Reviewer
1352,de-DE,61,Translator
1352,de-DE,197,Reviewer
1353,zh-CN,99,Translator
1353,ja-JP,103,Translator
1353,de-DE,56,Translator
1353,es-ES,101,Translator
1353,fr-FR,363,Translator
1354,es-ES,161,Translator
1354,it-IT,36,Translator
1354,fr-FR,24,Translator
1354,ja-JP,317,Translator
1355,ja-JP,364,Translator
1355,fr-FR,171,Translator
1355,de-DE,339,Translator
1355,es-ES,399,Translator
1356,fr-FR,229,Translator
1356,fr-FR,180,Reviewer
1357,fr-FR,453,Translator
1357,es-ES,223,Translator
1357,de-DE,110,Translator
1357,it-IT,465,Translator
1358,de-DE,301,Translator
1358,de-DE,56,Reviewer
1359,it-IT,181,Translator
1359,de-DE,48,Translator
1359,es-ES,399,Translator
1359,fr-FR,229,Translator
1359,pt-BR,411,Translator
1360,zh-CN,319,Translator
1360,zh-CN,429,Reviewer
1360,de-DE,224,Translator
1360,de-DE,300,Reviewer
1360,ko-KR,157,Translator
1360,ko-KR,332,Reviewer
1360,fr-FR,58,Translator
1360,fr-FR,453,Reviewer
1360,ja-JP,285,Translator
1360,ja-JP,320,Reviewer
1361,it-IT,201,Translator
1361,it-IT,492,Reviewer
1362,it-IT,385,Translator
1362,it-IT,408,Reviewer
1362,pl-PL,287,Translator
1362,pl-PL,338,Reviewer
1362,de-DE,61,Translator
1362,de-DE,374,Reviewer
1362,nl-NL,499,Translator
1362,nl-NL,253,Reviewer
1362,fr-FR,380,Translator
1362,fr-FR,369,Reviewer
1362,es-ES,200,Translator
1362,es-ES,141,Reviewer
1363,ja-JP,366,Translator
1363,ja-JP,491,Reviewer
1364,en-GB,150,Translator
1364,en-GB,121,Reviewer
1364,de-DE,352,Translator
1364,de-DE,48,Reviewer
1364,fr-FR,444,Translator
1364,fr-FR,225,Reviewer
1365,en-GB,178,Translator
1365,en-GB,396,Reviewer
1365,de-DE,348,Translator
1365,de-DE,57,Reviewer
1365,fr-FR,169,Translator
1365,fr-FR,260,Reviewer
1366,es-ES,101,Translator
1367,fr-FR,363,Translator
1367,it-IT,443,Translator
1367,es-ES,161,Translator
1367,ja-JP,270,Translator
1368,de-DE,115,Translator
1368,de-DE,71,Reviewer
1369,de-DE,352,Translator
1369,de-DE,434,Reviewer
1370,ja-JP,255,Translator
1370,ja-JP,211,Reviewer
1371,ko-KR,209,Translator
1371,ko-KR,432,Reviewer
1371,fr-FR,5,Translator
1371,fr-FR,244,Reviewer
1371,es-ES,226,Translator
1371,es-ES,399,Reviewer
1371,de-DE,300,Translator
1371,de-DE,97,Reviewer
1372,fr-FR,164,Translator
1372,fr-FR,435,Reviewer
1372,de-DE,303,Translator
1372,de-DE,434,Reviewer
1373,it-IT,443,Translator
1373,de-DE,199,Translator
1373,fr-FR,229,Translator
1373,es-ES,226,Translator
1374,ja-JP,317,Translator
1374,es-ES,390,Translator
1374,de-DE,144,Translator
1374,fr-FR,441,Translator
1374,ko-KR,102,Translator
1375,fr-FR,451,Translator
1375,fr-FR,406,Reviewer
1375,ja-JP,266,Translator
1375,ja-JP,455,Reviewer
1375,it-IT,385,Translator
1375,it-IT,347,Reviewer
1375,de-DE,303,Translator
1375,de-DE,301,Reviewer
1376,en-GB,125,Translator
1376,en-GB,198,Reviewer
1376,de-DE,197,Translator
1376,de-DE,300,Reviewer
1376,fr-FR,380,Translator
1376,fr-FR,82,Reviewer
1377,ja-JP,211,Translator
1377,ja-JP,494,Reviewer
1377,de-DE,115,Translator
1377,de-DE,199,Reviewer
1377,fr-FR,484,Translator
1377,fr-FR,180,Reviewer
1377,zh-CN,497,Translator
1377,zh-CN,335,Reviewer
1377,ko-KR,321,Translator
1377,ko-KR,346,Reviewer
1378,fr-FR,302,Translator
1378,fr-FR,229,Reviewer
1379,ko-KR,102,Translator
1379,ko-KR,405,Reviewer
1379,fr-FR,277,Translator
1379,fr-FR,322,Reviewer
1379,de-DE,374,Translator
1379,de-DE,199,Reviewer
1380,ja-JP,254,Translator
1380,ja-JP,211,Reviewer
1380,en-US,422,Translator
1380,en-US,93,Reviewer
1381,ja-JP,182,Translator
1381,ja-JP,320,Reviewer
1381,de-DE,115,Translator
1381,de-DE,48,Reviewer
1381,es-ES,90,Translator
1381,es-ES,399,Reviewer
1381,fr-FR,327,Translator
1381,fr-FR,464,Reviewer
1382,fr-FR,3,Translator
1382,fr-FR,453,Reviewer
1382,es-ES,294,Translator
1382,es-ES,200,Reviewer
1383,ko-KR,209,Translator
1383,ko-KR,375,Reviewer
1383,es-ES,294,Translator
1383,es-ES,200,Reviewer
1383,fr-FR,327,Translator
1383,fr-FR,369,Reviewer
1383,de-DE,339,Translator
1383,de-DE,424,Reviewer
1384,it-IT,467,Translator
1385,de-DE,57,Translator
1385,de-DE,71,Reviewer
1385,zh-CN,429,Translator
1385,zh-CN,319,Reviewer
1385,fr-FR,169,Translator
1385,fr-FR,158,Reviewer
1385,es-ES,294,Translator
1385,es-ES,90,Reviewer
1386,es-ES,141,Translator
1386,fr-FR,158,Translator
1386,de-DE,115,Translator
1387,es-ES,200,Translator
1387,es-ES,294,Reviewer
1387,fr-FR,423,Translator
1387,fr-FR,158,Reviewer
1387,ja-JP,103,Translator
1387,ja-JP,491,Reviewer
1387,de-DE,56,Translator
1387,de-DE,115,Reviewer
1388,de-DE,224,Translator
1388,de-DE,97,Reviewer
1388,en-GB,139,Translator
1388,en-GB,367,Reviewer
1388,ja-JP,364,Translator
1388,ja-JP,285,Reviewer
1388,fr-FR,244,Translator
1388,fr-FR,33,Reviewer
1389,en-GB,292,Translator
1389,fr-FR,58,Translator
1390,es-ES,134,Translator
1390,pt-BR,403,Translator
1390,ja-JP,255,Translator
1390,fr-FR,423,Translator
1390,de-DE,142,Translator
1391,ja-JP,364,Translator
1391,ja-JP,491,Reviewer
1391,zh-CN,312,Translator
1391,zh-CN,184,Reviewer
1391,ko-KR,284,Translator
1391,ko-KR,305,Reviewer
1391,fr-FR,229,Translator
1391,fr-FR,33,Reviewer
1391,de-DE,115,Translator
1391,de-DE,424,Reviewer
1392,nl-NL,196,Translator
1392,pl-PL,219,Translator
1392,it-IT,428,Translator
1392,es-ES,399,Translator
1393,es-ES,163,Translator
1393,es-ES,426,Reviewer
1393,ja-JP,397,Translator
1393,ja-JP,266,Reviewer
1393,fr-FR,363,Translator
1393,fr-FR,326,Reviewer
1393,de-DE,424,Translator
1393,de-DE,374,Reviewer
1394,de-DE,224,Translator
1394,de-DE,300,Reviewer
1394,fr-FR,327,Translator
1394,fr-FR,453,Reviewer
1394,ko-KR,332,Translator
1394,ko-KR,83,Reviewer
1394,ja-JP,73,Translator
1394,ja-JP,491,Reviewer
1394,zh-CN,204,Translator
1394,zh-CN,184,Reviewer
1395,de-DE,57,Translator
1395,de-DE,486,Reviewer
1395,fr-FR,158,Translator
1395,fr-FR,365,Reviewer
1396,fr-FR,406,Translator
1396,en-GB,446,Translator
1396,de-DE,199,Translator
1397,de-DE,115,Translator
1397,de-DE,339,Reviewer
1398,fr-FR,236,Translator
1398,fr-FR,484,Reviewer
1398,ja-JP,193,Translator
1398,ja-JP,182,Reviewer
1398,es-ES,223,Translator
1398,es-ES,141,Reviewer
1398,de-DE,78,Translator
1398,de-DE,240,Reviewer
1399,it-IT,36,Translator
1399,nl-NL,213,Translator
1399,de-DE,199,Translator
1399,es-ES,76,Translator
1399,fr-FR,236,Translator
1400,es-ES,223,Translator
1400,es-ES,168,Reviewer
1400,fr-FR,171,Translator
1400,fr-FR,244,Reviewer
1400,de-DE,374,Translator
1400,de-DE,115,Reviewer
1400,ja-JP,103,Translator
1400,ja-JP,73,Reviewer
1401,de-DE,56,Translator
1402,de-DE,142,Translator
1402,de-DE,71,Reviewer
1402,ja-JP,74,Translator
1402,ja-JP,364,Reviewer
1402,fr-FR,435,Translator
1402,fr-FR,369,Reviewer
1402,it-IT,456,Translator
1402,it-IT,347,Reviewer
1402,es-ES,226,Translator
1402,es-ES,475,Reviewer
1403,de-DE,61,Translator
1403,de-DE,486,Reviewer
1403,es-ES,168,Translator
1403,es-ES,90,Reviewer
1403,ja-JP,73,Translator
1403,ja-JP,193,Reviewer
1404,ja-JP,221,Translator
1404,ja-JP,74,Reviewer
1404,fr-FR,453,Translator
1404,fr-FR,82,Reviewer
1404,es-ES,294,Translator
1404,es-ES,241,Reviewer
1404,de-DE,177,Translator
1404,de-DE,348,Reviewer
1405,ko-KR,490,Translator
1405,ko-KR,332,Reviewer
1405,ja-JP,72,Translator
1405,ja-JP,449,Reviewer
1405,fr-FR,302,Translator
1405,fr-FR,369,Reviewer
1406,es-ES,168,Translator
1406,es-ES,399,Reviewer
1406,fr-FR,91,Translator
1406,fr-FR,236,Reviewer
1406,de-DE,110,Translator
1406,de-DE,177,Reviewer
1407,de-DE,486,Translator
1407,de-DE,434,Reviewer
1407,it-IT,492,Translator
1407,it-IT,408,Reviewer
1407,es-ES,45,Translator
1407,es-ES,294,Reviewer
1407,fr-FR,82,Translator
1407,fr-FR,244,Reviewer
